Begin training
Begin training
Epoch:1, training loss:0.3010951280593872, test loss:0.44740787148475647, test acc:0.8684603886397608
Epoch:29, training loss:4.800036549568176e-06, test loss:2.4008946418762207, test acc:0.85401096163428
Epoch:30, training loss:9.086417412618175e-05, test loss:2.3951210975646973, test acc:0.8525161933233683
Epoch:31, training loss:1.2782712474290747e-05, test loss:2.304494857788086, test acc:0.861484803188839
Epoch:32, training loss:0.0002324022352695465, test loss:2.294235944747925, test acc:0.8634778276033881
Epoch:33, training loss:1.0952353477478027e-06, test loss:2.482271909713745, test acc:0.8629795714997509
Epoch:34, training loss:4.695604366133921e-05, test loss:2.6200788021087646, test acc:0.85949177877429
Epoch:35, training loss:0.0002272265701321885, test loss:2.2719473838806152, test acc:0.8759342301943199
Epoch:36, training loss:0.0043401592411100864, test loss:2.5607638359069824, test acc:0.8579970104633782
Epoch:37, training loss:0.0008484137360937893, test loss:2.837064266204834, test acc:0.8674638764324863
Epoch:38, training loss:0.004510208964347839, test loss:2.581404447555542, test acc:0.8570004982561036
Epoch:39, training loss:7.160380482673645e-05, test loss:3.268527030944824, test acc:0.8535127055306427
Epoch:40, training loss:1.67886412327789e-06, test loss:3.0046708583831787, test acc:0.8570004982561036
Epoch:41, training loss:0.00018404920410830528, test loss:2.9235305786132812, test acc:0.8599900348779272
Epoch:42, training loss:0.0008878025109879673, test loss:3.2135274410247803, test acc:0.8604882909815645
Epoch:43, training loss:0.0004975050687789917, test loss:2.7615699768066406, test acc:0.85401096163428
Epoch:44, training loss:0.0003823650476988405, test loss:2.327380657196045, test acc:0.8654708520179372
Epoch:45, training loss:5.982816219329834e-05, test loss:3.239811420440674, test acc:0.8480318883906328
Epoch:46, training loss:9.561578195871334e-08, test loss:3.1131815910339355, test acc:0.8619830592924763
Epoch:47, training loss:3.0630577384727076e-05, test loss:3.3637545108795166, test acc:0.8555057299451918
Epoch:48, training loss:0.00039238730096258223, test loss:2.796463966369629, test acc:0.8679621325361235
Epoch:49, training loss:1.111129950004397e-05, test loss:2.994572877883911, test acc:0.8704534130543099
Epoch:50, training loss:8.217491995310411e-05, test loss:3.543290853500366, test acc:0.8425510712506228
Epoch:51, training loss:2.0270535969757475e-05, test loss:3.4158363342285156, test acc:0.8560039860488291
Epoch:52, training loss:6.879369266243884e-06, test loss:3.9320194721221924, test acc:0.8450423517688092
Epoch:53, training loss:0.011525233276188374, test loss:4.212635040283203, test acc:0.8480318883906328
Epoch:54, training loss:0.0016080787172541022, test loss:4.060666084289551, test acc:0.8530144494270054
Epoch:55, training loss:1.2628482181753498e-05, test loss:3.337315320968628, test acc:0.8649725959143
Epoch:56, training loss:6.558497989317402e-05, test loss:3.508582830429077, test acc:0.85401096163428
Epoch:57, training loss:4.655370958062122e-06, test loss:4.2377142906188965, test acc:0.8525161933233683
Epoch:58, training loss:0.0014469921588897705, test loss:4.039011478424072, test acc:0.8510214250124564
Epoch:59, training loss:2.8759241104125977e-06, test loss:4.068432331085205, test acc:0.8560039860488291
Epoch:60, training loss:3.1044086767906265e-07, test loss:4.167706489562988, test acc:0.8609865470852018
Epoch:61, training loss:5.056460850028088e-06, test loss:4.634433746337891, test acc:0.8460388639760837
Epoch:62, training loss:0.000580325722694397, test loss:4.173544883728027, test acc:0.8550074738415545
Epoch:63, training loss:0.005349443759769201, test loss:4.077255725860596, test acc:0.8510214250124564
Epoch:64, training loss:0.003589888336136937, test loss:3.9719254970550537, test acc:0.8599900348779272
Epoch:65, training loss:8.632739081804175e-06, test loss:4.430741786956787, test acc:0.861484803188839
Epoch:66, training loss:3.7550926208496094e-06, test loss:4.338754177093506, test acc:0.8555057299451918
Epoch:67, training loss:0.0, test loss:4.89134407043457, test acc:0.8570004982561036
Epoch:68, training loss:6.288290023803711e-06, test loss:5.806056499481201, test acc:0.84853014449427
